,Unnamed: 0,Star,Comment,adtext
17710,17710,1,这电影看的真心累啊 美国电影编剧太TMD的厉害啦 翻译的还不错 结合上下文嘛,这日乚影kan的真xin累啊 mei国>日乚影编剧太TMD的厉害啦< 翻译的还不错 结合上下&文嘛
17711,17711,1,超级英雄好厉害 里面的美女好漂亮,走召纟及英雄好厲害 里面的美女好漂亮
17716,17716,1,挺精彩的,挺精cai的
17721,17721,1,三星半 特效酷炫 但自从这几年大量科幻片诸如 变形金刚 环太平洋 等一系列片子让我对特效审美疲劳之后就没什么感觉了 个人感觉剧情比前一部有趣一些 主角光环的BUG导致敌人再NB也能被击败 真是可惜了 其实每次反派才是大英雄 因为反派都是孤军奋战带领自己的兵团与主角对抗 向反派致敬,三星当 特效ku炫- dan自从zhe廾牢大凉科唤片诸如& 变/形金刚 环太平洋 等一系列片子让我对特效审美疲劳之后就没什么感觉了 个人感觉剧情>比前一部有趣一些 主角光环的BUG导致%敌人再N<B也%能*被|击$败* 真$是+可^惜>了 其|实每次反派才是+大英雄 因为反派都是+孤军奋战带领自己的兵团与主角对抗 向反派致%敬
17723,17723,1,好 不失望 漫威电影是现在国内院线仅有的质量有保障的了吧 想来可悲,女子 下失望 漫!威=电ying是现在蝈内院线仅有-的质量有-保障的了吧 想来可悲
17724,17724,1,奥创太水 快银和琴的出现给个好评,奧闯太水 快*钅艮和琴的出现给个好评
17725,17725,1,前面埋伏的背景太多了 略跟不上 一锅炖的感觉有点接受不能,前面俚伏%的背景太多#了 略跟|不上 一锅炖的感觉you点接受不能
17730,17730,1,就还好吧,就还好ba
17733,17733,1,更大的格局 更大的卡司阵容 幻视不能更酷 将引出雷神 美队和复联,geng大|的格桔 geng大|的卡司阝车容 幻视不能=geng堀 将引出雷神 美队和复联
17734,17734,1,读心术这姑娘演起来好辛苦吧 都没个道具给她比划,读xin术这gu娘演起来好辛苦=吧 都没个道具给她-比划
17735,17735,1,在某些桥段和设定上 感觉编剧可能日了狗了 动作场面么没话说咯 长镜头更多了 首映真快乐,③土某些桥段和设定上 感觉编%剧@可能日了gou了 动作场面么没#话=说%咯$ 长%镜头更多了 首映真快乐
17737,17737,1,Not because how good it actually is It s just that the person i watched it with is simply amazing,Not because how good it actually is It s just that the p<er=son- i watched it with is sim=p<ly am=azin-g
17741,17741,1,很忙很累很充实的救世界 微笑,hen忙hen累henchong实的救世界 微销
17745,17745,1,有且只有特技非常非常赞,有且只有特技非chang非changzan
17748,17748,1,可惜前面的好多都没看 不熟 场面还是一如既往地壮观,可惜qian面的好多doumei看 不熟 场面还是一如既往地壮观=
17753,17753,1,没说的 漫威屌 反浩克屌 猩红女巫漂亮,没说的 漫-戌女diao 反hao克diao 猩红女巫漂亮
17756,17756,1,钢铁侠爆粗 快銀跑步猛喘气 雷神弱的连机器人都打不过 亏他还是用电的神 寡妇的计划生育广告 感谢这部充满槽点的电影 让我看的时候根本闲不下来,gang钅失侠爆粗 kuaiyin跑步|萌喘气 雷神弱的lian机&qi人&都!打>不过 亏他还是用电的神 寡妇的计划生育广告 感谢这部充满槽点的电影 让我看的时候根本闲不下来
17758,17758,1,爆米花电影,爆米hua电影
17760,17760,1,nan,nan
17764,17764,1,炫技之作,xuan技之作
17765,17765,1,好看 不过没第一部精彩 期待下一部灭霸登场,奸看> 不过没第一部精+cai 期待下一部灭霸登场
17767,17767,1,坦白说较之前作确实大失水准 动作场面占比过多 故事疏于细节 奥创也不十分地强大 总之就是应接不暇的混乱 但是这一切都没什么关系 因为这是超级英雄粉丝的电影,坦白!朔較之前作|确+螫大失*氵准 动作|场面$zhan比过|多! 故|事=疏于细节 奥创也不十分地强大 总之就是应接不暇的混乱 但是这一切都|没什么关系 因为这是超级英雄粉丝的电影
17769,17769,1,仅仅因为帅,仅仅因为shuai
17771,17771,1,很精彩啊,hen精彩啊
17773,17773,1,爱 首映,爱 首映
17774,17774,1,这一部剧情完全是no zuo no die 我不要绿寡配 期待已久然后给我看这样的电影 被美队完爆了好吗 都是感情分 看完都忘记来刷豆瓣了,这yi@部%剧@情完罕是no z<u#o no di@e# 我部%要绿寡配 期待已久然后给我看这样的电影 被美队完爆了好吗 都是感情分 看完都忘记来刷豆瓣了
17776,17776,1,视觉效果佳 奥创太丑,视觉效guo佳 奥创太丑
17779,17779,1,三星半 其实还是挺紧凑的 没感觉到全场都是尿点 但是确实不如妇联 而且感觉反派好可怜 好不容易有了随从却被策反了,三星半 憩实还是挺&京凑%的 没感觉到$全场都是niao点 但是确实不如妇联/ 而且感觉反派好#可怜 好#不容易有了随从却被策&反了
17787,17787,1,能力越大 中二越严重 奥创的傲娇劲跟实力完全不成正比嘛 永远伟光正的队长和坚持自己理解的铁人果然矛盾不断 提前告诉了我们美队的剧情 系列电影拍好确实不容易 都是英雄大乱斗其实我还是更喜欢重启后的x战警 故事人物剧情丰满的多,能宀越大 口丨二%越严重 奥创的翱娇<劲=gen实宀完%全不成%正比嘛 永远伟光正的队长和坚持自己理解的铁人果然矛盾#不断 提前告诉了我们美队的剧情 系>列/电-影&拍%好%确|实不容=易! 都|是英@雄大乱斗其实我还是更喜欢重启后的x战警 故事人物剧情丰满的多
17788,17788,1,Boss长得这么像肛泰克难以接受啊,Boss长de这*么像肛泰!克难以接受啊
17794,17794,1,黑寡妇美翻了 鹰眼简直好男人啊 腥红女巫和快银也棒呆 其他人还是一如既往 越来越逗啦,黑寡婦妹钒呢 鹰眼简宣好男人阿 形红女巫和快银也bang呆 其他人还是一如既往 越来越逗啦
17796,17796,1,四星给特效 剧情不是多理想,si鑫给特效 剧情不是多理-想
17798,17798,1,如果把绿巨人和黑寡妇谈恋爱的无聊情节删去 应该会是不错的电影 关于制造人工智能的情节其实蛮有意思的 让我想起了最近正在啃的 失控,ru日木吧绿巨人帕黑寡妇谈戀爱的wu聊#情节shan去$ 应/该会#是=不错的电影 关于制造人工智能的情节其实蛮有意思的 让我想起了最近正在啃的 失控
17800,17800,1,看得爽,看得爽
17801,17801,1,虽然早就被剧透快银领便当 可是亲眼目睹那下还是想给尾灯寄刀片 可能因为之前看了好多差评导致有点失望 但是看完之后感觉还好 节奏还算紧凑 就是不太能看清ATJ的脸 以及CE还是如此甜心 还有就是 peggy出现的时候实在太虐 想到美队还有peggy的 我还是先去墙角哭一哭比较好,sui然异就bei掬透>快銀lingbian当- 可是禽目艮暮喑拿下-还是想给^尾灯寄刀片 可能因为之前看了好多差评导致有点失望 但是看完之后感觉还好 节奏还算紧凑 就是不太能看清ATJ的脸 以及C^E还是如此%甜<心> 还有就是 p#eggy出现的时候实在太虐 想到美队还有p#eggy的 我还是先去墙角哭一哭比较好
17804,17804,1,打起来真心超级好看 不过这情节 就是一句话 没事找事 队长帅气 不过其实除了巨人有点蛋疼外 其他都是帅气嗒 哈哈,打起来轸心-走召级#hao看= 不过这情jie 就是一句<话- 没事找=事 队长帅气 不过其实除了巨人有点蛋疼外 其他都是帅气嗒 哈哈
17805,17805,1,可能期望太高了 反而觉得没第一部那么精彩 为内战和无限战争的铺垫太多 剧情搞得太冗长了 女巫的能力削弱太多 快银居然就这样死了 唯一印象深刻的就是最后教堂里面妇联和奥创机器人小喽喽的打斗那非常绚丽的一幕了 还是期待下明年的美队和年的妇联吧,可能期望太高了 反而觉得mei第一部那么精彩 为内战和无限战争的铺垫太多 剧情搞得太冗长了 女巫的能力削弱太多 快银*居然就这^样<死%了 唯&一印=象#深%刻>的就是&最$后+教@堂&里+面#妇#联$和奥创^机器人小喽喽的打斗那非常绚丽的一幕了 还是&期待下明年的美队和年的妇#联$吧
17806,17806,1,没觉得比第一部差 五星提分,没觉得比第一部差 +wu星$提分
17809,17809,1,陪同事看了一遍中文版 陪团团看了一遍英文版 字幕略坑 其他都没有超出想象 果然还是要看英文版的好,pei同事看了一辶扁中|文版 pei团团看了一辶扁英文版 字!幕$略*坑 其他都没有超出想象 果然还是要看英文版的好
17813,17813,1,这种片子只要爽不就够了么,这种片子只yao爽*不就gou了么
17814,17814,1,有种抗日神剧的既视感_ з _再说没有洛基你演个,you种慷日神剧的既视gan_ з _再說没you洛基你演个
17815,17815,1,信仰,信仰
17818,17818,1,看着过瘾就好了啊 刷刷分,看着过瘾就好了口阿 shuashua分
17823,17823,1,舔了两个小时屏 好累 寡姐up me,阗了两人丨小时屏 好累 寡jieu!p me
17830,17830,1,一星必须给女神 期待灭霸,一星必-xu给女shen 期待灭霸
17831,17831,1,其实是三星半 然后快银好帅呀,其实是三星半 >然后快银好shuai呀#
17832,17832,1,猩红女巫和快银太帅了,猩红女巫和快银太shuai了
17837,17837,1,看一时候好激动 感觉是当年最好看的爆米花电影 二也没失望 电影技术还是让人叹为观止 管他情节如何,戡一*时候奸jidong 感=觉|是当年蕞奸戡的褓米花电影 二%也没失望 电影技术还是让人叹为观止 管他情节如何
17839,17839,1,浩克简直棒 寡姐浩克一生推,浩克简宣bang 寡姐浩克一生推
17841,17841,1,ironman的mv我也会给星,ironman的mv我也会給xing
17842,17842,1,Aaron为你献上我的小心脏,Aaron嵬你献上我的小xin脏
17844,17844,1,快银啊快银 幻视和旺达 鹰眼 娜塔莉和浩克 不过有的人就妇联让所有人都变得更有人性化,快銀口阿快銀 鲩视和蜿达 鷹掩 邋塔莉和诰克 不过有的人就妇联让所有人都变得更有人性化
17845,17845,1,还我快银,还我快钅艮
17848,17848,1,挺好的 今天去啦宜家 吵啦一架 开心的不得了,ting奸的 jintian去啦宜家 吵啦一架 开心的不得了
17850,17850,1,后部分打戏略混乱 相比没第一部好看,后部分打戏略混luan 相比没第一部好看
17851,17851,1,女巫美 快银帅 MB妇联又要到什么时候去了 PS 第一次看D真的是被座位乱喷气吓哭 后背还被戳,女巫美 快影shuai MB婦联又要刂什么时候去了 PS 第一>次!看!D-真的是被座位>乱喷气吓哭 后背还被戳$
17852,17852,1,脑残粉就是要毫不犹豫的打五颗星,脑残粉就是要毫不犹豫的打屋ke心
17858,17858,1,我觉得还蛮好看的啊 虽然剧情实在薄弱 但在ua看d那效果还是很让我爽歪歪 各种帅气打斗动作,我觉得还manhao看的口阿 sui然剧情实在薄弱 但在ua看d那效果/还是<很^让$我爽歪歪 各=种帅气打斗动作
17859,17859,1,能集齐这些人的电影 你还说什么,能集弃这xie人的电影! 你还说什么
17861,17861,1,比之第一部水准下降明显 特效还是值得一看 这种片本来就是卖特效,bi祗砥一部水准下降明显 特效还是汁锝一看 这种片本来就是卖特效
17865,17865,1,我就喜欢,我就喜缓
17867,17867,1,和旭哥看哒 超好看,和旭哥kan哒 chao好kan
17868,17868,1,锤锤 盾盾 好萌啊,锤锤 盾盾 好meng啊
17870,17870,1,效果真不错啊 不过有些人物关系没看懂,效果珍不cuo锕 不过有些人物关系没看懂
17873,17873,1,怀着特别想给个面子给你分的心情看这个片子 但是有好多地方还是比较催眠的 剧情不够精彩,怀着特+别想gei个面子gei你!分的心>情看这@个片子 dan是有^好$多地方还是比较催眠的 剧情不够精彩
17875,17875,1,没有st好 复联的内战篇略疲软 最精彩是钢铁侠和绿巨人的对抗,没有st好 复联的内战篇略疲软 zui紧彩/是钢铁侠和绿巨人&的对&抗&
17878,17878,1,我就想知道快银平均多久消耗一双跑鞋,我就$想知dao快银平均多久消hao一双跑鞋
17879,17879,1,这一集的评分蛮低的 我觉得是因为信息量比较大 很多人觉得乱 幻视和绯红女巫夫妻俩终于出现 以及估计没死的快银和片尾的猎鹰加盟 片尾第一彩蛋里灭霸出现 遗憾的是没有看到据说有蜘蛛侠出现的第二彩蛋,这一集的评分蛮低的 我觉得是因为信息量比较大 很多人觉得乱 幻视和绯红女巫夫妻俩终=于出!现< 以+及|估$计&没|死|的快*银%和片$尾#的猎!鹰=加^盟% 片$尾#第一彩蛋里灭霸出!现< 遗憾的是没|有看到据说有蜘蛛侠出!现<的第二彩蛋
17880,17880,1,整个系列都不错 看了美队回来看这个才知道原来Vision是他们创造出来的哈哈哈 太可爱了,整个系列都不cuo 看了美队囗来看这个才知道原来Vi#si#on是-他+们=创造出来的哈哈哈 太可爱<了
17882,17882,1,一堆狂轰滥炸 看着好爽啊,一堆住轰滥炸 /看着好爽>啊
17883,17883,1,中规中矩 感觉一般了,中gui中矩 感觉一棒了
17885,17885,1,场面大刺激 剧情往后延伸 下次就是宇宙级别了 推荐,场面鞑剌集 剧情彳主后延伸 下次就是宇宙级别了 推jian
17889,17889,1,其实还不错 就是前因后果想的脑疼,qi实还不cuo &就是前因后果xiang的脑疼
17893,17893,1,看完之后在电梯里 女生问她朋友 这个小罗伯特唐尼名字挺熟啊 他还演过啥啊 她朋友说 我还真没咋看过 但是他演过钢铁侠吧,看宀元zhi后在电梯里 女生问她朋友 这个小罗bo特唐尼名字挺>熟>啊| 他#还|演/过<啥啊| 她朋友说- 我还|真没咋看过< 但是他#演/过<钢铁侠吧
17894,17894,1,TOGETHER,TOGETHER
17895,17895,1,紧张个紧 全程哒哒哒,jin张个jin 全程哒哒哒
17896,17896,1,虽然奥创弱爆了 但是依然阻挡不了我对漫威英雄们的爱啊,sui然奥创弱爆了 但是亻衣然zu挡>不了我对漫威英雄们&的爱啊!
17897,17897,1,我买错票了 半夜十二点跑去看了场IMAX 多谢一起看的仗义小伙伴们 买了其它首映票的小伙伴们你们放心 我们没有首映礼物 是的不然也太不像话了 总之我太困了 有什么话都明天再说了 我不如继续去总结复联T恤,倭买cuo票了 半夜十二点跑去看了场IMAX 多谢一起看的仗义小伙伴们 买了其它首映票的小伙伴们你们放心^ 倭们没#有!首映礼^物% 是$的不*然/也*太-不*像|话|了 总>之倭太-困#了 有!什么话|都明天再说了 倭不*如继续去总>结复联T恤
17902,17902,1,效果不错,效果不cuo
17903,17903,1,翻译太烂,翻译太lan
17904,17904,1,打来打去打来打去 快银悲剧了,打来打去打来打去 快银悲ju了
17907,17907,1,奥创不经打啊 全片最精彩的是反浩克装甲VS浩克 彩蛋只有一枚,奥创不经打啊 全片zuijing材的是反浩克装钾VS浩克 材蛋只有一枚
